police_station,location,violations
Adugodi,"Pet Zone Pet Clinic, 437, 8th Main Road, Jakkasandra Block, Kormangala East, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560034, India",1
Adugodi,"Santrina Hotels, 1st A Cross Road, Kormangala West, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560095, India",1
Adugodi,"Sarjapur Marathahalli Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",1
Adugodi,"Sony World Signal, 80 Feet Road, Green Leaf Layout, Kormangala East, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560095, India",1
Adugodi,"Sports Planet, #64, #351, 1st Main Road, Koramangala 7th Block, Kormangala West, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560095, India",1
Adugodi,"Srinivagilu Main Road, AVS Compound, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",1
Adugodi,"Srinivagilu Main Road, Marenahalli Layout, Samastha Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",1
Adugodi,"Srinivagilu Main Road, National Games Village, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",1
Adugodi,"Srinivagilu Main Road, Nirguna Mandir Layout, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",1
Adugodi,"Thavarekere Main Road, Prestige Lexington Towers, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",1
Ashok Nagar,"O Shaughnessy Road, Divyasree Chambers, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",323
Ashok Nagar,"Brigade Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",284
Ashok Nagar,"Markham Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",228
Ashok Nagar,"Kadidal Manjappa Road, Divyasree Chambers, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",188
Ashok Nagar,"Andree Road, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",167
Ashok Nagar,"Brigade Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",142
Ashok Nagar,"Residency Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",124
Ashok Nagar,"Kadidal Manjappa Road, Bangiyappa Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",113
Ashok Nagar,"Brigade Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",109
Ashok Nagar,"Cronwell Road, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",87
Ashok Nagar,"Kadidal Manjappa Road, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",83
Ashok Nagar,"Kadidal Manjappa Road, Vaswani Centropolis, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",77
Ashok Nagar,"Cronwell Road, Vaswani Centropolis, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",75
Ashok Nagar,"Field Marshal KM Cariappa Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",64
Ashok Nagar,"Kadidal Manjappa Road, Nanjappa Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",58
Ashok Nagar,"Commissariat Road, Garuda Mall, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",51
Ashok Nagar,"Brigade Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",48
Ashok Nagar,"Anepalya Main Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",44
Ashok Nagar,"Field Marshal KM Cariappa Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",43
Ashok Nagar,"Magrath Road, Garuda Mall, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",43
Ashok Nagar,"Central Street, Vaswani Centropolis, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",42
Ashok Nagar,"Field Marshal KM Cariappa Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",40
Ashok Nagar,"Rhenius Street, Nanjappa Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",38
Ashok Nagar,"Field Marshal KM Cariappa Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",37
Ashok Nagar,"Anepalya Main Road, Kolandappa Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",36
Ashok Nagar,"Commissariat Road, Bangalore Central, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",35
Ashok Nagar,"Castle Street, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",32
Ashok Nagar,"Mahatma Gandhi Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",31
Ashok Nagar,"Field Marshal KM Cariappa Road, Prestige Towers, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",29
Ashok Nagar,"Mahatma Gandhi Road, Mayo Hall Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",28
Ashok Nagar,"D Souza Marg, Purva Premiere, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",26
Ashok Nagar,"Cronwell Cross Road, Divyasree Chambers, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",24
Ashok Nagar,"Andree Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",23
Ashok Nagar,"D Souza Marg, Cash Pharmacy Junction, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",22
Ashok Nagar,"Field Marshal KM Cariappa Road, Srinivas Nagar, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",21
Ashok Nagar,"3rd Cross Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",20
Ashok Nagar,"ORC Road, Karnataka Police Quarters, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",20
Ashok Nagar,"Mahatma Gandhi Road, Prestige Meridian, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",18
Ashok Nagar,"Neelasandra Road, Samastha Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",18
Ashok Nagar,"4th Main Road, Sannenahalli, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",15
Ashok Nagar,"Convent Road, Manish Complex, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",15
Ashok Nagar,"Ejipura Main Road, Dr BR Ambedkar Nagar, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",15
Ashok Nagar,"Field Marshal KM Cariappa Road, Bangalore Central, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",15
Ashok Nagar,"Ejipura Main Road, Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",14
Ashok Nagar,"Field Marshal KM Cariappa Road, Purva Premiere, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",14
Ashok Nagar,"Museum Road, Professor Asirvadam Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",13
Ashok Nagar,"Alexander Road, Sky Gardens, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",12
Ashok Nagar,"Anepalya Main Road, Gajendra Nagar, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",12
Ashok Nagar,"Residency Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12
Ashok Nagar,"Skyline Apartments, 548, Langford Road, Pudupadacheri, Richmond Town, Shanthinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",12
Ashok Nagar,"15th Cross Road, Kolandappa Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",11
Ashok Nagar,"2nd D Street, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",11
Ashok Nagar,"Kadidal Manjappa Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",11
Ashok Nagar,"Cronwell Cross Road, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",10
Ashok Nagar,"Field Marshal KM Cariappa Road, Richmond Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",10
Ashok Nagar,"Hosur Road, Gajendra Nagar, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",10
Ashok Nagar,"Rhenius Street, Sky Gardens, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",10
Ashok Nagar,"Castle Street, Santhala Nagar, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",9
Ashok Nagar,"Ejipura Main Road, VGS Layout, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",9
Ashok Nagar,"Bannerghatta Main Road, Subbana Garden, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",8
Ashok Nagar,"Convent Road, Prestige Cedars, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",8
Ashok Nagar,"Cronwell Road, Divyasree Chambers, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",8
Ashok Nagar,"Domlur Inner Ring Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",8
Ashok Nagar,"Lower Agaram Road, Sannenahalli, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",8
Ashok Nagar,"Palmgrove Road, Anglo Indian Block, Elagondanpalya, Xavier Layout, Bengaluru, Karnataka. Pin-560047 (India)",8
Ashok Nagar,"13th Cross Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",7
Ashok Nagar,"Andree Road, Symbiosis Aditya, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",7
Ashok Nagar,"D Souza Marg, Regency Palace, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",7
Ashok Nagar,"Field Marshal KM Cariappa Road, Cash Pharmacy Junction, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",7
Ashok Nagar,"Myrtle Lane, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",7
Ashok Nagar,"O Shaughnessy Road, Sky Gardens, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",7
Ashok Nagar,"Domlur Inner Ring Road, Embassy Golf Links Business Park, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",6
Ashok Nagar,"Hayes Road, Cash Pharmacy Junction, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",6
Ashok Nagar,"Neelasandra Road, Marenahalli Layout, Samastha Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",6
Ashok Nagar,"8th Cross Road, Dr BR Ambedkar Nagar, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",5
Ashok Nagar,"Museum Road, Shoolay Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",5
Ashok Nagar,"Neelasandra Road, Muthappa Garden, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",5
Ashok Nagar,"Richmond Road Flyover, Richmond Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",5
Ashok Nagar,"Tate Lane, Shoolay Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",5
Ashok Nagar,"The Chancery Pavilion Exit Road, Purva Premiere, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",5
Ashok Nagar,"Wellington Street, Spartan Heights Apartments, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",5
Ashok Nagar,"1st Cross Road, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",4
Ashok Nagar,"1st Main Road, Maharaja Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",4
Ashok Nagar,"3rd Sequence Road, Karnataka Police Quarters, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",4
Ashok Nagar,"Alexander Road, Sir Mirza Ismail Nagar, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",4
Ashok Nagar,"Cemetery Road, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",4
Ashok Nagar,"Curley Street, Sir Mirza Ismail Nagar, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",4
Ashok Nagar,"Ejipura Main Road, Anjaneya Swamy Extension, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",4
Ashok Nagar,"Ganesh Temple Road, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",4
Ashok Nagar,"Jumma Masjid Road, Nilsandra, Bengaluru, Karnataka. Pin-560047 (India)",4
Ashok Nagar,"KH Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",4
Ashok Nagar,"ORC Road, 3rd Block, Xavier Layout, Bengaluru, Karnataka. Pin-560047 (India)",4
Ashok Nagar,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",4
Ashok Nagar,"Palmgrove Road, 3rd Block, Xavier Layout, Bengaluru, Karnataka. Pin-560047 (India)",4
Ashok Nagar,"Residency Road, Mayo Hall Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",4
Ashok Nagar,"Richmond Road, Monsignor Dsouza Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",4
Ashok Nagar,"Richmond Road, Richmond Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",4
Ashok Nagar,"Victoria Road, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",4
Ashok Nagar,"1st Cross Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",3
Ashok Nagar,"2nd Square Road, Karnataka Police Quarters, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",3
Ashok Nagar,"7th A Main Road, Prestige Pine Wood, Jakkasandra Extension, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",3
Ashok Nagar,"Anepalya Main Road, Annepalya, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",3
Ashok Nagar,"Bannerghatta Main Road, Gajendra Nagar, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",3
Ashok Nagar,"Bhuwalk Steel Industry, 71, Residency Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",3
Ashok Nagar,"Brigade Road, Santhala Nagar, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",3
Ashok Nagar,"Campbell Road, Xavier Layout, Bengaluru, Karnataka. Pin-560047 (India)",3
Ashok Nagar,"Domlur Inner Ring Road, K Gulandappa Garden, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",3
Ashok Nagar,"Field Marshall Cariappa Cycle Path, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",3
Ashok Nagar,"Jumma Masjid Road, Tujinder Nagar, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",3
Ashok Nagar,"Leonard Lane, Senior Police Officers Residential Complex, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",3
Ashok Nagar,"Milkman B Street, Nanjappa Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",3
Ashok Nagar,"Serpentine Street, Skyline Residency Apartment, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",3
Ashok Nagar,"Sukhi Apartment, 17, Rhenius Street, Pudupadacheri, Richmond Town, Shanthinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",3
Ashok Nagar,"Wood Street, Shoolay Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",3
Ashok Nagar,"1st Cross Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",2
Ashok Nagar,"4th Cross Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2
Ashok Nagar,"9th Cross Road, Dr BR Ambedkar Nagar, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",2
Ashok Nagar,"Alexander Road, Skyline Residency Apartment, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",2
Ashok Nagar,"Anepalya Main Road, Tujinder Nagar, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",2
Ashok Nagar,"Arab Lane, Senior Police Officers Residential Complex, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",2
Ashok Nagar,"Brigade Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",2
Ashok Nagar,"Church Street, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2
Ashok Nagar,"Convent Road, Prestige Towers, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",2
Ashok Nagar,"Convent Road, Srinivas Nagar, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2
Ashok Nagar,"D' Souza Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",2
Ashok Nagar,"Ejipura Main Road, SMCC Society, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",2
Ashok Nagar,"Ejipura Main Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",2
Ashok Nagar,"Field Marshal KM Cariappa Road, Mayo Hall Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2
Ashok Nagar,"Hosur Road, Sir Mirza Ismail Nagar, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",2
Ashok Nagar,"Kengal Hanumanthaiah Road, Akkithimmanahalli, Richmond Town, Shanthinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",2
Ashok Nagar,"Lal Bagh Road, Ranka Park Apartment, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",2
Ashok Nagar,"Magrath Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",2
Ashok Nagar,"Magrath Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",2
Ashok Nagar,"Neelasandra Road, Vilsandra, Nilsandra, Bengaluru, Karnataka. Pin-560047 (India)",2
Ashok Nagar,"North Road, Karnataka Police Quarters, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",2
Ashok Nagar,"Prim Rose Road, Prestige Meridian, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2
Ashok Nagar,"Rhenius Street, Pudupadacheri, Richmond Town, Shanthinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",2
Ashok Nagar,"Richmond Road, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",2
Ashok Nagar,"Tate Lane, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",2
Ashok Nagar,"The Ritz-Carlton, 99, Field Marshall Cariappa Cycle Path, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",2
Ashok Nagar,"10th Cross Road, Dr BR Ambedkar Nagar, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",1
Ashok Nagar,"16th Cross Road, Kolandappa Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",1
Ashok Nagar,"1st Cross Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",1
Ashok Nagar,"1st Main Road, Andhra Colony, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",1
Ashok Nagar,"1st Main Road, Green Leaf Layout, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",1
Ashok Nagar,"1st Main Road, Green Leaf Layout, Kormangala East, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560095, India",1
Ashok Nagar,"1st Main Temple Trees Row Road, Prestige Pine Wood, Jakkasandra Extension, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",1
Ashok Nagar,"20th L Cross Road, H Chandra Reddy Layout, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",1
Ashok Nagar,"2nd Cross Road, ACR Towers, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",1
Ashok Nagar,"2nd Cross Road, Nanjappa Circle, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",1
Ashok Nagar,"2nd Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",1
Ashok Nagar,"3rd Cross Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560025, India",1
Ashok Nagar,"3rd Cross Road, Austin Town, Nilsandra, Bengaluru, Karnataka. Pin-560047 (India)",1
Ashok Nagar,"3rd Cross Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",1
Ashok Nagar,"4th Cross Road, SMCC Society, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",1
Ashok Nagar,"4th Main Road, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",1
Ashok Nagar,"5th Cross Road, Anglo Indian Block, Elagondanpalya, Xavier Layout, Bengaluru, Karnataka. Pin-560047 (India)",1
Ashok Nagar,"6th Cross Road, Annepalya, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",1
Ashok Nagar,"Bazar Street, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",1
Ashok Nagar,"Brigade Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",1
