location,violations,latitude,longitude,police_station
"Main Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",307,12.973449981758957,77.55080820130293,Magadi Road
"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",307,12.926172060337525,77.67661959132539,Bellandur
"1st Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",306,12.977092603267973,77.58009016045752,Upparpet
"Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",304,12.963988155921053,77.58333824144738,Halasuru Gate
"19th Main Road, Ketamaranahalli, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",302,13.001609301986754,77.55033678543046,Malleshwaram
"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",301,12.952157514539401,77.54073376451312,Byatarayanapura
"Outer Ring Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",301,13.000217324543165,77.6761745762879,Mahadevapura
"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",301,12.934370847548779,77.6899757784499,HAL Old Airport
"1st B Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",299,12.97364135819398,77.54481370301004,Vijayanagara
"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",299,13.191116218394649,77.64601309598663,Chikkajala
"Vatal Nagaraj Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",298,12.985464859395973,77.55295072684564,Rajajinagar
"Marathahalli Underpass, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",297,12.957343890691659,77.70101920159935,HAL Old Airport
"14th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",297,12.911654597643098,77.63806335050505,HSR Layout
"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",297,12.994017476094276,77.66318798114479,Banaswadi
"Golf Avenue Road, Muniallappa Garden, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",296,12.958803466891892,77.64546296486486,Jeevanbheemanagar
"6th Main Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",295,13.03503494440678,77.58896173728813,Hebbala
"Hosapalya Main Road, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",295,12.90643977220339,77.63033413152542,HSR Layout
"Dickenson Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",295,12.979808437288137,77.61370167288135,Shivajinagar
"Police Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",293,12.96480718327645,77.5762828771331,City Market
"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",292,12.913594687671234,77.6052893380137,Mico Layout
"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)",291,12.91724384539768,77.57346315300545,Jayanagara
"Whitefield Road, VR Mall, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",290,12.995777697950553,77.69502734215591,Mahadevapura
"Hospital Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",290,12.973213628275861,77.57773793586207,Upparpet
"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",290,12.912264156218251,77.62579396254469,Madiwala
"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",288,12.961080199305556,77.57770681041667,City Market
"Da Ra Bendre Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",287,13.008581600000001,77.54909987944251,Malleshwaram
"G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",285,12.978455822991416,77.54303033947964,Vijayanagara
"ITPL Main Road, Pebble Creek, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",284,12.963539081690142,77.71760015774647,HAL Old Airport
"Brigade Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",284,12.970215572929696,77.60668735275594,Ashok Nagar
"20th Main Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",282,13.00027910390071,77.54998999574468,Malleshwaram
"Hospital Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",278,12.981098047044094,77.60706526508748,Shivajinagar
"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)",277,12.841606313357401,77.64453359963899,Electronic City
"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",275,12.978137004727273,77.59137045527272,Cubbon Park
"Queens Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",275,12.98876784109091,77.59895943818181,Shivajinagar
"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",273,12.927461601465202,77.5862490875458,Jayanagara
"Old Tharagupete Cross Road, Chickpet Circle, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",271,12.969824941328413,77.57563071476015,City Market
"Outer Ring Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",271,12.926804941342578,77.67858734237247,Bellandur
"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",270,13.05015856962963,77.59288181407408,Kodigehalli
"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",269,12.913783460966542,77.60782008773234,Mico Layout
"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",267,12.987793083146068,77.73437487003746,Mahadevapura
"Infantry Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",266,12.979513818796994,77.6066328357143,Shivajinagar
"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",265,12.974376582264151,77.57801817245283,Upparpet
"AS Char Main Road, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",264,12.965113107575759,77.57373083484849,Chamarajpet
"Avenue Road, Medarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",264,12.966915215303201,77.57810133603567,City Market
"Panathur Main Road, Darshan Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",263,12.938632001930932,77.69702837425972,HAL Old Airport
"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",263,12.876286912927757,77.59626192889733,Hulimavu
"9th Main Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",260,12.939418465769231,77.58401127807693,Wilson Garden
"Outer Ring Road, Shilpitha Tech Park, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",256,12.930738953476993,77.68562168048533,HAL Old Airport
"Jumma Masjid Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",254,12.982318952362204,77.60593893779527,Shivajinagar
"Gandhi Bazar Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",253,12.945265371761955,77.57139429947019,Basavanagudi
"Robertson Road, Sri Ramakrishnappa Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",251,12.999926637848606,77.61103319840637,Pulikeshinagar(F.Town)
"Outer Ring Road, Sharadamma Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",250,12.951130643071336,77.69990322815585,HAL Old Airport
"Ayyappa Temple Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",250,13.070344972400001,77.5876054748,Kodigehalli
"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",249,12.926831774297188,77.5508604815261,Banashankari
"Avenue Road, Ragipet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",248,12.965852191532257,77.57763317298388,City Market
"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",248,12.963319073559418,77.5813239143685,City Market
"AS Char Main Road, Balepete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",246,12.972087923852305,77.57686026257481,City Market
"3rd Cross Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",244,12.977445712704919,77.57868777213115,Upparpet
"Outer Ring Road, Citilights Libery Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",243,12.927640541975308,77.67972150041152,Bellandur
"Outer Ring Road, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",242,12.939739356403086,77.69544669847791,HAL Old Airport
"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",239,12.9716605402851,77.71198759492464,HAL Old Airport
"Kasturba Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",239,12.968050159832638,77.58868856317991,Cubbon Park
"Kempegowda Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",236,12.973602044067796,77.57958923559322,Upparpet
"Lalbagh Main Road, SGN Layout, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",236,12.95825536059322,77.58644882245761,Wilson Garden
"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",235,12.970744969318966,77.64738271827619,Jeevanbheemanagar
"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",235,12.939780199148936,77.69572392042552,HAL Old Airport
"4th Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",235,12.97760043787234,77.57779420085107,Upparpet
"Sri Dharmaraya Swamy Temple Main Road, Halsurpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",234,12.965537042307691,77.58508580982907,Halasuru Gate
"Outer Ring Road, Vaswani Melrose, Chandana, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",233,12.932839598539012,77.68841126594756,HAL Old Airport
"Allalasandra Main Road, Taralabalu Enclave, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",231,13.093178792640694,77.59411233203463,Yelahanka
"Markham Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",228,12.970007670789549,77.60675720585787,Ashok Nagar
"Avenue Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",228,12.972334792982455,77.58100558157895,Halasuru Gate
"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",226,13.024086136725664,77.5849156778761,R.T. Nagar
"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",225,13.050463043555556,77.52553367377777,Jalahalli
"Mumbai Bengaluru Highway, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",221,13.030488839819006,77.53677750588236,Yeshwanthpura
"Seshadri Road, Anand Rao Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",218,12.980512844495411,77.57448309266054,Upparpet
"Aruna Chouhan Muduar Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",217,12.982782880645162,77.60716369447005,Shivajinagar
"T Mariyappa Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",215,12.937446364186046,77.58510720930234,Wilson Garden
"Hosapalya Main Road, S Nazir Sab Layout, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)",215,12.90662063860465,77.63157391860464,HSR Layout
"Dr Rajkumar Puniya Bhoomi Road, Block 2, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",214,13.018481627102803,77.53180731214952,Rajajinagar
"Brigade Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",212,12.974480067179469,77.60776691301021,Cubbon Park
"Old Madras Road, Lido Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",210,12.973356174761905,77.62224669714286,Halasur
"Palace Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",210,12.97408176,77.58169802380952,Upparpet
"Laxmana Mudaliar Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",206,12.983186292233011,77.60939126893204,Shivajinagar
"Sri Sankasta Hara Ganapati Temple Road, Hampi Nagar, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",206,12.964350274757281,77.540553192233,Vijayanagara
"80 Feet Road, KGE Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",206,13.028167460194174,77.57271092961165,Sadashivanagar
"Domlur Inner Ring Road, Dr BR Ambedkar Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",206,12.96637422669903,77.6415441592233,Jeevanbheemanagar
"12th Main Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",206,12.970412390027317,77.64658115964302,Jeevanbheemanagar
"Dr Siddaiah Puranik Marg, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",205,12.988420955828328,77.53755371559964,Vijayanagara
"Mysore Road, YR Vasudeva Bhattacharya Layout, Byatarayanapura New Extension, Bengaluru, Karnataka. Pin-560026 (India)",205,12.952525047927304,77.54127677131707,Byatarayanapura
"Dispensary Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",205,12.981063017560976,77.60985590634147,Shivajinagar
"12th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",205,12.985602405853658,77.55418582731707,Rajajinagar
"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",205,12.999790201463414,77.56937757365854,Malleshwaram
"Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area, Bengaluru, Karnataka. Pin-560100 (India)",205,12.840446646419101,77.67697675920027,Electronic City
"Jewellers Street, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",204,12.983432935294118,77.60802083088235,Shivajinagar
"17th Cross Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",204,12.972125726470589,77.53757676078432,Vijayanagara
"Mariamma Lane, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",204,12.981202346078431,77.6095619990196,Shivajinagar
"Dr Siddaiah Puranik Marg, Bhimajyothi LIC Colony, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",203,12.998298527093597,77.54078287586208,Vijayanagara
"Narasimha Raj Wadiyar Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",203,12.963917518719212,77.57732959852217,City Market
"Hosur Road, Ozone Manay Tech Park, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",203,12.891515828282117,77.63830290556734,HSR Layout
"3rd Main Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",203,12.99891335270936,77.5485560137931,Rajajinagar
"12th Main Road, Kittur Rani Chennamma Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",203,12.970035615759976,77.63861242490573,Jeevanbheemanagar
"10th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",203,12.986056762068966,77.55585541724137,Rajajinagar
"Old Mysore Road, Block 4N, Ramachandrapuram, Bengaluru, Karnataka. Pin-560021 (India)",201,12.982390245168832,77.56292592719565,Magadi Road
"Diagonal Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",199,12.928184432663318,77.58127591055276,Jayanagara
"Dr Ambedkar Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",199,12.976881353266332,77.58923494221105,Cubbon Park
"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",197,12.95694839140104,77.70105436238914,HAL Old Airport
"3rd Main Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",197,12.975948363959391,77.57825731827411,Upparpet
"Chord Road, Shivanahalli Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",197,12.989768772725636,77.5506152993902,Vijayanagara
"4th Cross Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",197,12.97807836142132,77.57906675532995,Upparpet
"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",197,12.989300700000001,77.50061117309644,Kamakshipalya
"20th Main Road, KHB Colony, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",196,12.936384739795919,77.616786225,Adugodi
"4th Cross Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",196,12.978057078061225,77.5782220367347,Upparpet
"3rd Cross Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",196,12.973836018877552,77.54466262704081,Vijayanagara
"Panathur Main Road, Mariyappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",196,12.936550401154381,77.69764958014115,HAL Old Airport
"Domlur Inner Ring Road, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560068 (India)",196,12.925040377040817,77.61914678571428,Madiwala
"Tippu Sultan Palace Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",195,12.959369927692308,77.57596470358975,City Market
"9th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",195,12.912693984824994,77.63525726828944,HSR Layout
"1st Main Road, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",194,12.98789849072165,77.53764005103093,Vijayanagara
"Palace Road, Embassy Habitat, Abshot Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",194,12.994007144329897,77.58901128762886,High ground
"Avenue Road, Avenue Circle, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",193,12.967712780233644,77.5785162270142,City Market
"41st Cross Road, ESI Hospital Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",191,12.989972368586386,77.55425456125654,Rajajinagar
"ITPL Main Road, Embassy Paragon, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",191,12.958531239790576,77.71579479633508,HAL Old Airport
"Padmabhushan Dr MC Modi Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",190,12.998050665789474,77.55231463263158,Malleshwaram
"Suranjan Das Road, Nada Prabhu Kempegowda Circle, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",190,12.971802547368421,77.6582228231579,Jeevanbheemanagar
"Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)",190,12.998847985789475,77.54093641263158,Vijayanagara
